DAP,RTP,DA_Charge,DA_Discharge,SoC
23.13,16.795833333333334,0.0,0.5,0.0
23.34,20.687499999999996,0.0,0.0,0.0
26.88,24.24083333333333,0.5,0.0,0.5
31.87,30.67083333333333,0.5,0.0,1.0
35.33,28.85666666666667,0.0,0.5,0.5
37.05,30.63333333333334,0.5,0.0,1.0
36.28,27.000833333333336,0.0,0.5,0.5
34.72,27.436666666666667,0.0,0.5,0.0
32.5,29.43583333333333,0.0,0.0,0.0
30.55,29.108333333333334,0.5,0.0,0.5
30.91,28.446666666666662,0.0,0.5,0.0
30.13,30.55666666666666,0.5,0.0,0.5
30.4,34.50416666666666,0.5,0.0,1.0
39.4,31.49416666666667,0.0,0.0,1.0
46.7,31.389166666666664,0.0,0.5,0.5
41.82,32.35833333333333,0.0,0.0,0.5
40.63,34.34916666666667,0.0,0.5,0.0
37.07,68.56833333333333,0.5,0.0,0.5
30.46,28.305833333333336,0.0,0.5,0.0
28.39,27.100833333333338,0.5,0.0,0.5
25.45,25.983333333333334,0.5,0.0,1.0
26.03,23.915000000000003,0.0,0.5,0.5
23.74,18.38,0.0,0.5,0.0
23.07,21.3,0.5,0.0,0.5
22.87,24.139166666666664,0.5,0.0,1.0
23.43,18.47666666666667,0.0,0.0,1.0
25.17,10.665833333333332,0.0,0.5,0.5
30.56,19.090833333333336,0.0,0.5,0.0
31.48,28.956944444444446,0.0,0.0,0.0
29.82,53.291666666666664,0.5,0.0,0.5
29.6,33.141666666666666,0.5,0.0,1.0
29.96,26.323333333333334,0.0,0.5,0.5
29.36,28.11583333333333,0.0,0.5,0.0
28.78,29.504166666666674,0.0,0.0,0.0
28.56,29.390833333333333,0.0,0.0,0.0
28.31,29.660833333333333,0.5,0.0,0.5
28.16,30.325000000000003,0.5,0.0,1.0
34.81,28.228333333333335,0.0,0.5,0.5
39.62,37.61583333333333,0.5,0.0,1.0
36.25,29.263333333333335,0.0,0.5,0.5
33.89,25.906666666666666,0.0,0.5,0.0
28.77,23.48333333333333,0.0,0.0,0.0
27.83,24.673333333333332,0.0,0.0,0.0
24.95,24.540000000000003,0.0,0.0,0.0
22.97,24.391666666666666,0.5,0.0,0.5
20.92,16.356666666666666,0.0,0.5,0.0
19.7,20.874166666666667,0.0,0.0,0.0
18.51,20.584166666666665,0.5,0.0,0.5
18.46,21.503333333333334,0.5,0.0,1.0
18.71,19.1825,0.0,0.0,1.0
20.8,18.610833333333336,0.0,0.0,1.0
26.05,23.477499999999996,0.0,0.5,0.5
28.56,35.40749999999999,0.5,0.0,1.0
28.01,24.736666666666665,0.0,0.5,0.5
27.42,24.430833333333336,0.5,0.0,1.0
27.47,24.13666666666667,0.0,0.5,0.5
28.06,23.888333333333335,0.0,0.5,0.0
26.9,24.981666666666666,0.0,0.0,0.0
26.96,25.5525,0.0,0.0,0.0
26.85,25.61,0.0,0.0,0.0
26.19,26.673333333333336,0.5,0.0,0.5
34.4,32.045,0.0,0.5,0.0
38.49,70.07333333333335,0.5,0.0,0.5
35.85,71.20583333333333,0.5,0.0,1.0
34.28,39.81583333333334,0.5,0.0,1.0
31.24,30.688333333333333,0.0,0.5,0.5
26.57,25.655,0.0,0.5,0.0
24.2,25.587499999999995,0.5,0.0,0.5
22.51,23.58333333333333,0.0,0.5,0.0
27.25,29.42833333333333,0.0,0.0,0.0
23.89,31.07416666666666,0.5,0.0,0.5
22.0,26.08333333333334,0.5,0.0,1.0
21.51,23.563333333333333,0.0,0.0,1.0
22.7,18.061666666666664,0.0,0.5,0.5
27.27,20.5025,0.0,0.5,0.0
31.35,30.00333333333334,0.5,0.0,0.5
36.32,52.06416666666667,0.5,0.0,1.0
36.87,32.122499999999995,0.0,0.5,0.5
34.95,32.902499999999996,0.0,0.5,0.0
36.64,41.192499999999995,0.0,0.0,0.0
34.78,42.440000000000005,0.5,0.0,0.5
33.62,41.111666666666665,0.0,0.0,0.5
34.02,37.31250000000001,0.0,0.5,0.0
33.58,41.6275,0.5,0.0,0.5
33.89,41.815000000000005,0.5,0.0,1.0
43.37,42.3175,0.0,0.5,0.5
51.86,55.435833333333335,0.5,0.0,1.0
50.04,46.409166666666664,0.0,0.5,0.5
47.72,47.37833333333334,0.5,0.0,1.0
43.87,36.4075,0.0,0.5,0.5
38.65,31.24416666666667,0.0,0.5,0.0
32.69,38.222500000000004,0.5,0.0,0.5
31.43,32.274166666666666,0.0,0.0,0.5
40.22,37.75249999999999,0.0,0.5,0.0
36.82,42.58583333333334,0.0,0.0,0.0
32.08,42.295,0.5,0.0,0.5
32.06,41.11666666666667,0.0,0.0,0.5
33.81,42.987500000000004,0.5,0.0,1.0
40.49,38.94083333333333,0.0,0.0,1.0
53.45,46.53666666666666,0.0,0.5,0.5
58.27,66.69166666666668,0.5,0.0,1.0
57.3,47.873333333333335,0.0,0.5,0.5
54.94,40.28666666666667,0.0,0.5,0.0
54.92,46.45416666666666,0.5,0.0,0.5
53.17,45.125,0.5,0.0,1.0
52.09,40.59583333333333,0.0,0.5,0.5
49.9,39.627500000000005,0.0,0.0,0.5
50.23,42.990833333333335,0.5,0.0,1.0
51.81,39.427777777777784,0.0,0.0,1.0
60.59,42.99416666666667,0.0,0.0,1.0
75.62,42.61833333333333,0.0,0.5,0.5
72.3,45.96333333333333,0.0,0.0,0.5
65.36,43.96,0.0,0.5,0.0
61.14,43.93583333333333,0.0,0.0,0.0
56.38,41.36388888888888,0.0,0.0,0.0
54.51,46.92041666666666,0.0,0.0,0.0
47.57,43.5275,0.0,0.0,0.0
43.97,40.55583333333333,0.0,0.0,0.0
38.81,42.92333333333334,0.5,0.0,0.5
37.83,39.9525,0.5,0.0,1.0
36.3,32.443333333333335,0.0,0.0,1.0
36.69,22.37,0.0,0.5,0.5
40.44,26.349166666666665,0.0,0.5,0.0
39.15,33.908333333333324,0.0,0.0,0.0
40.57,42.365,0.5,0.0,0.5
43.25,37.73791666666667,0.0,0.5,0.0
43.79,64.41055555555555,0.5,0.0,0.5
43.8,52.49722222222221,0.5,0.0,1.0
42.11,38.85611111111111,0.0,0.5,0.5
40.3,43.433749999999996,0.5,0.0,1.0
40.66,25.897499999999997,0.0,0.5,0.5
39.53,31.104166666666668,0.5,0.0,1.0
40.38,27.890833333333337,0.0,0.5,0.5
42.8,33.40333333333333,0.0,0.0,0.5
49.28,31.203333333333337,0.0,0.5,0.0
47.2,44.07583333333333,0.5,0.0,0.5
45.74,34.52083333333333,0.0,0.5,0.0
43.68,38.42166666666666,0.5,0.0,0.5
41.84,35.77583333333333,0.0,0.5,0.0
40.37,38.507083333333334,0.5,0.0,0.5
38.86,34.52083333333333,0.0,0.5,0.0
36.27,33.3975,0.0,0.0,0.0
34.14,33.36000000000001,0.5,0.0,0.5
31.48,30.470000000000002,0.5,0.0,1.0
31.37,20.464166666666667,0.0,0.5,0.5
31.46,17.948333333333334,0.0,0.5,0.0
29.91,31.37833333333333,0.5,0.0,0.5
30.17,33.30083333333333,0.5,0.0,1.0
32.05,29.757500000000004,0.0,0.0,1.0
35.13,24.389166666666668,0.0,0.5,0.5
36.94,31.88,0.0,0.5,0.0
35.42,31.510833333333334,0.5,0.0,0.5
35.16,31.036666666666665,0.0,0.5,0.0
34.64,32.479166666666664,0.0,0.0,0.0
33.98,33.13583333333332,0.0,0.0,0.0
32.29,31.598333333333333,0.0,0.0,0.0
33.24,33.17416666666667,0.5,0.0,0.5
36.86,37.72083333333333,0.5,0.0,1.0
46.55,38.92916666666667,0.0,0.0,1.0
44.32,36.58166666666667,0.0,0.5,0.5
41.11,41.42916666666667,0.5,0.0,1.0
38.43,38.69833333333333,0.0,0.0,1.0
37.49,33.910000000000004,0.0,0.5,0.5
36.21,35.46083333333333,0.5,0.0,1.0
34.94,31.469999999999995,0.0,0.5,0.5
33.48,30.52916666666667,0.5,0.0,1.0
31.21,28.248333333333335,0.0,0.5,0.5
29.91,26.626666666666665,0.0,0.5,0.0
26.67,34.82666666666666,0.5,0.0,0.5
32.41,34.79833333333333,0.5,0.0,1.0
35.23,36.214999999999996,0.0,0.5,0.5
43.71,42.10166666666667,0.0,0.5,0.0
52.15,76.15250000000002,0.5,0.0,0.5
50.48,49.18833333333333,0.0,0.5,0.0
44.63,62.16555555555556,0.5,0.0,0.5
41.05,46.98166666666666,0.0,0.5,0.0
38.3,46.24166666666667,0.5,0.0,0.5
36.57,43.56861111111112,0.0,0.5,0.0
36.5,60.60166666666667,0.5,0.0,0.5
36.06,51.906666666666666,0.5,0.0,1.0
36.57,41.81333333333333,0.0,0.5,0.5
43.18,53.505833333333335,0.0,0.0,0.5
56.1,69.49500000000002,0.5,0.0,1.0
52.83,52.59499999999999,0.0,0.5,0.5
47.97,57.18916666666667,0.5,0.0,1.0
41.17,45.37916666666667,0.0,0.0,1.0
39.38,37.60333333333333,0.0,0.5,0.5
36.41,35.3425,0.0,0.0,0.5
34.84,33.46833333333333,0.0,0.5,0.0
35.12,59.0975,0.5,0.0,0.5
33.22,42.845,0.0,0.0,0.5
31.65,39.12166666666666,0.0,0.5,0.0
31.69,53.88000000000002,0.5,0.0,0.5
33.28,56.00666666666667,0.5,0.0,1.0
36.0,52.28916666666666,0.0,0.5,0.5
44.25,68.78416666666666,0.5,0.0,1.0
50.29,59.65250000000001,0.0,0.5,0.5
46.22,59.850833333333334,0.5,0.0,1.0
42.72,47.9375,0.0,0.5,0.5
38.64,65.3911111111111,0.5,0.0,1.0
36.88,47.7525,0.0,0.0,1.0
35.39,41.61416666666667,0.0,0.0,1.0
35.39,40.483333333333334,0.0,0.0,1.0
35.11,39.55166666666667,0.0,0.0,1.0
35.29,36.673333333333325,0.0,0.0,1.0
40.78,38.0,0.0,0.5,0.5
53.09,43.252500000000005,0.0,0.5,0.0
48.07,52.02666666666667,0.5,0.0,0.5
43.51,40.96916666666667,0.0,0.5,0.0
40.44,40.25,0.0,0.0,0.0
37.94,40.175,0.0,0.0,0.0
34.49,39.81499999999999,0.5,0.0,0.5
31.97,40.348333333333336,0.5,0.0,1.0
38.41,41.910833333333336,0.0,0.5,0.5
38.03,40.943333333333335,0.0,0.5,0.0
35.38,40.52166666666666,0.0,0.0,0.0
36.97,42.76833333333334,0.5,0.0,0.5
37.53,44.899166666666666,0.5,0.0,1.0
38.2,40.149166666666666,0.0,0.0,1.0
52.01,46.084166666666675,0.0,0.5,0.5
56.01,43.89000000000001,0.0,0.5,0.0
53.51,49.958333333333336,0.0,0.0,0.0
49.82,51.22583333333333,0.0,0.0,0.0
42.36,48.67000000000001,0.5,0.0,0.5
41.3,47.443333333333335,0.0,0.5,0.0
39.31,51.10500000000001,0.5,0.0,0.5
38.76,56.27416666666665,0.5,0.0,1.0
38.91,47.645833333333336,0.0,0.5,0.5
38.25,48.139166666666675,0.5,0.0,1.0
46.14,45.85333333333333,0.0,0.5,0.5
51.55,45.714999999999996,0.0,0.5,0.0
51.74,55.012499999999996,0.5,0.0,0.5
48.82,48.5725,0.0,0.5,0.0
43.6,45.2225,0.0,0.0,0.0
42.08,45.640833333333326,0.0,0.0,0.0
37.11,46.11833333333333,0.5,0.0,0.5
36.93,42.50527777777778,0.5,0.0,1.0
36.22,39.36,0.0,0.0,1.0
35.88,37.84333333333334,0.0,0.5,0.5
33.41,36.780833333333334,0.5,0.0,1.0
33.41,34.655833333333334,0.0,0.0,1.0
34.11,33.98416666666667,0.0,0.0,1.0
39.47,34.08708333333333,0.0,0.5,0.5
52.48,42.330833333333324,0.0,0.5,0.0
57.6,68.56833333333334,0.5,0.0,0.5
54.74,67.5025,0.5,0.0,1.0
50.96,43.666666666666664,0.0,0.5,0.5
45.92,41.61083333333334,0.0,0.5,0.0
43.14,53.84916666666667,0.5,0.0,0.5
41.76,47.074999999999996,0.5,0.0,1.0
41.07,41.295833333333334,0.0,0.5,0.5
40.8,42.16166666666666,0.0,0.0,0.5
40.91,50.535000000000004,0.5,0.0,1.0
47.9,45.32083333333333,0.0,0.0,1.0
56.36,49.07333333333333,0.0,0.5,0.5
54.47,51.26583333333334,0.0,0.0,0.5
51.14,49.300000000000004,0.0,0.5,0.0
46.72,48.9775,0.0,0.0,0.0
42.88,49.70166666666666,0.0,0.0,0.0
39.79,51.00666666666667,0.0,0.0,0.0
38.58,76.14249999999998,0.5,0.0,0.5
44.39,39.019166666666656,0.0,0.5,0.0
42.71,61.880833333333335,0.5,0.0,0.5
40.61,57.57916666666667,0.5,0.0,1.0
39.32,44.074999999999996,0.0,0.5,0.5
40.66,54.24583333333334,0.0,0.0,0.5
37.78,71.9525,0.5,0.0,1.0
50.84,55.201666666666675,0.0,0.0,1.0
57.43,55.12333333333334,0.0,0.5,0.5
60.04,58.04916666666667,0.5,0.0,1.0
62.04,52.63916666666666,0.0,0.5,0.5
59.43,57.20583333333334,0.0,0.5,0.0
54.51,53.009166666666665,0.5,0.0,0.5
51.29,49.35583333333333,0.5,0.0,1.0
51.01,47.643333333333345,0.0,0.0,1.0
50.64,46.13833333333334,0.0,0.5,0.5
49.42,45.44333333333333,0.5,0.0,1.0
49.43,43.633333333333326,0.0,0.0,1.0
57.01,46.945,0.0,0.5,0.5
53.61,45.32416666666666,0.0,0.0,0.5
51.21,42.79416666666666,0.0,0.5,0.0
47.99,41.387499999999996,0.0,0.0,0.0
44.04,39.840833333333336,0.5,0.0,0.5
44.89,39.76999999999999,0.0,0.5,0.0
42.87,64.21666666666668,0.5,0.0,0.5
48.29,52.107499999999995,0.5,0.0,1.0
49.95,37.48083333333333,0.0,0.5,0.5
46.53,39.7825,0.0,0.0,0.5
46.29,40.635,0.5,0.0,1.0
45.62,35.306666666666665,0.0,0.5,0.5
47.34,39.3475,0.0,0.0,0.5
41.58,43.51166666666666,0.5,0.0,1.0
41.29,29.175833333333333,0.0,0.0,1.0
55.31,28.83916666666667,0.0,0.0,1.0
61.72,31.2025,0.0,0.5,0.5
72.63,37.456666666666656,0.0,0.5,0.0
66.76,126.91666666666664,0.5,0.0,0.5
65.09,145.44583333333333,0.5,0.0,1.0
63.58,53.57583333333333,0.0,0.5,0.5
63.56,55.96083333333333,0.0,0.5,0.0
63.72,58.69416666666665,0.5,0.0,0.5
74.53,47.98500000000001,0.0,0.5,0.0
81.2,84.76916666666666,0.5,0.0,0.5
74.87,74.93083333333333,0.5,0.0,1.0
77.95,61.33583333333333,0.0,0.5,0.0
69.52,63.19083333333333,0.5,0.0,0.5
65.89,54.087500000000006,0.5,0.0,1.0
62.03,49.903333333333336,0.0,0.5,0.5
57.78,38.28333333333333,0.0,0.5,0.0
71.79,97.43416666666667,0.5,0.0,0.5
49.48,50.74166666666667,0.0,0.5,0.0
49.19,75.71333333333334,0.5,0.0,0.5
69.06,72.19000000000001,0.5,0.0,1.0
58.96,60.78583333333333,0.0,0.0,1.0
45.47,39.93,0.0,0.5,0.5
50.0,55.219166666666666,0.5,0.0,1.0
73.07,46.99250000000001,0.0,0.0,1.0
65.89,22.89333333333333,0.0,0.0,1.0
83.69,22.64833333333333,0.0,0.5,0.5
93.4,38.593333333333334,0.0,0.5,0.0
92.81,53.211666666666666,0.0,0.0,0.0
89.12,63.49333333333333,0.5,0.0,0.5
88.87,55.25833333333333,0.0,0.5,0.0
89.7,73.97083333333335,0.5,0.0,0.5
91.71,71.18416666666666,0.5,0.0,1.0
113.01,47.98250000000001,0.0,0.0,1.0
136.01,55.88833333333332,0.0,0.0,1.0
132.36,45.83833333333333,0.0,0.5,0.5
121.8,81.71569444444442,0.5,0.0,1.0
112.69,56.534166666666664,0.0,0.5,0.5
107.85,59.508333333333326,0.0,0.5,0.0
107.06,71.7536111111111,0.5,0.0,0.5
99.71,63.165,0.0,0.0,0.5
103.03,82.96583333333332,0.5,0.0,1.0
95.73,54.08916666666667,0.0,0.5,0.5
89.91,41.83749999999999,0.0,0.5,0.0
91.8,71.20583333333333,0.5,0.0,0.5
96.44,63.48499999999999,0.5,0.0,1.0
103.91,45.472500000000004,0.0,0.5,0.5
113.72,74.2675,0.5,0.0,1.0
116.85,53.68833333333333,0.0,0.5,0.5
139.98,93.21916666666665,0.0,0.0,0.5
130.02,70.36833333333333,0.0,0.5,0.0
122.34,121.78875000000001,0.0,0.0,0.0
120.57,219.81375000000003,0.5,0.0,0.5
117.38,149.80166666666665,0.5,0.0,1.0
117.15,121.395,0.0,0.5,0.5
112.87,126.12166666666666,0.5,0.0,1.0
118.28,112.36833333333333,0.0,0.5,0.5
126.94,126.05000000000003,0.0,0.0,0.5
151.56,123.5116666666667,0.0,0.5,0.0
148.67,148.26916666666665,0.5,0.0,0.5
142.19,140.64333333333332,0.0,0.0,0.5
125.93,131.89666666666668,0.5,0.0,1.0
118.18,110.175,0.0,0.5,0.5
113.87,113.86583333333334,0.5,0.0,1.0
107.38,83.88333333333334,0.0,0.5,0.5
101.24,96.82416666666666,0.0,0.0,0.5
95.6,78.39666666666666,0.0,0.5,0.0
89.11,123.67583333333333,0.5,0.0,0.5
92.25,114.42833333333336,0.5,0.0,1.0
97.28,116.49749999999999,0.0,0.5,0.5
106.04,115.2025,0.0,0.5,0.0
128.93,303.83666666666664,0.5,0.0,0.5
144.91,141.96916666666667,0.0,0.5,0.0
133.02,222.95416666666665,0.5,0.0,0.5
117.34,140.10250000000002,0.0,0.0,0.5
113.35,221.98333333333326,0.5,0.0,1.0
113.15,118.55999999999999,0.0,0.0,1.0
110.62,80.16416666666667,0.0,0.5,0.5
110.04,92.33,0.5,0.0,1.0
106.23,76.90583333333335,0.0,0.5,0.5
105.82,88.13333333333334,0.5,0.0,1.0
111.54,72.155,0.0,0.5,0.5
128.62,91.22833333333334,0.0,0.5,0.0
127.8,92.11833333333333,0.5,0.0,0.5
115.19,125.77361111111111,0.5,0.0,1.0
111.63,104.54666666666668,0.0,0.0,1.0
105.29,94.13666666666667,0.0,0.5,0.5
104.51,97.08527777777778,0.5,0.0,1.0
76.5,40.166666666666664,0.0,0.5,0.5
69.97,50.385,0.0,0.5,0.0
67.18,65.17333333333333,0.0,0.0,0.0
64.55,94.16416666666667,0.5,0.0,0.5
64.69,73.72250000000001,0.5,0.0,1.0
65.66,64.70333333333333,0.0,0.0,1.0
65.76,37.14,0.0,0.5,0.5
77.75,48.29999999999999,0.0,0.5,0.0
88.7,63.0075,0.5,0.0,0.5
86.33,58.61083333333334,0.0,0.5,0.0
83.07,81.9675,0.5,0.0,0.5
67.6,46.807500000000005,0.5,0.0,1.0
63.93,36.98833333333334,0.0,0.5,0.5
59.3,37.925000000000004,0.0,0.5,0.0
53.24,33.175,0.5,0.0,0.5
51.5,32.2375,0.5,0.0,1.0
52.51,30.23166666666667,0.0,0.0,1.0
60.68,30.699166666666667,0.0,0.0,1.0
67.87,32.87583333333334,0.0,0.5,0.5
64.79,33.115833333333335,0.0,0.0,0.5
60.95,35.91083333333333,0.0,0.5,0.0
53.82,42.46583333333333,0.5,0.0,0.5
49.91,44.0825,0.5,0.0,1.0
44.38,31.734166666666667,0.0,0.5,0.5
41.93,26.583333333333332,0.0,0.5,0.0
32.11,38.744166666666665,0.5,0.0,0.5
30.46,31.037499999999998,0.0,0.0,0.5
28.55,29.57916666666667,0.5,0.0,1.0
28.27,28.083333333333332,0.0,0.0,1.0
28.79,25.057500000000005,0.0,0.5,0.5
28.22,30.432499999999994,0.5,0.0,1.0
30.87,23.321666666666662,0.0,0.5,0.5
35.28,47.99916666666667,0.5,0.0,1.0
36.31,29.09333333333333,0.0,0.5,0.5
35.3,30.344166666666666,0.0,0.0,0.5
35.3,37.75666666666667,0.5,0.0,1.0
36.67,30.36916666666667,0.0,0.0,1.0
35.24,28.591666666666665,0.0,0.5,0.5
34.33,27.97666666666666,0.5,0.0,1.0
32.83,25.513333333333335,0.0,0.5,0.5
34.28,28.175,0.5,0.0,1.0
37.41,24.965833333333332,0.0,0.5,0.5
43.51,24.165000000000003,0.0,0.5,0.0
43.29,46.45666666666667,0.5,0.0,0.5
41.3,29.36,0.5,0.0,1.0
37.96,25.404166666666665,0.0,0.5,0.5
34.36,23.059166666666666,0.5,0.0,1.0
31.21,12.776666666666666,0.0,0.5,0.5
29.63,17.23,0.0,0.0,0.5
30.8,22.376666666666665,0.5,0.0,1.0
29.47,16.8075,0.0,0.5,0.5
29.07,18.8725,0.5,0.0,1.0
29.03,12.040833333333333,0.0,0.0,1.0
29.23,10.029166666666665,0.0,0.5,0.5
30.63,10.768333333333333,0.0,0.5,0.0
34.81,22.964166666666667,0.0,0.0,0.0
39.11,45.54833333333334,0.5,0.0,0.5
36.22,31.146250000000006,0.0,0.0,0.5
37.58,27.67833333333333,0.0,0.5,0.0
42.65,456.34083333333336,0.5,0.0,0.5
