DAP,RTP,DA_Charge,DA_Discharge,SoC
36.91,30.77875,0.0,0.5,0.5
46.22,37.31541666666667,0.0,0.5,0.0
51.36,60.509166666666665,0.5,0.0,0.5
48.03,58.71750000000001,0.5,0.0,1.0
49.53,36.157500000000006,0.0,0.5,0.5
56.02,52.28000000000001,0.0,0.5,0.0
45.0,96.98083333333334,0.5,0.0,0.5
39.98,62.098333333333336,0.5,0.0,1.0
40.53,38.38333333333333,0.0,0.0,1.0
40.0,32.020833333333336,0.0,0.5,0.5
37.0,55.66333333333335,0.5,0.0,1.0
42.0,37.40916666666667,0.0,0.0,1.0
50.98,40.652499999999996,0.0,0.5,0.5
48.05,42.895833333333336,0.0,0.0,0.5
45.06,40.7675,0.0,0.5,0.0
40.78,40.32583333333333,0.0,0.0,0.0
37.14,40.99666666666666,0.5,0.0,0.5
31.16,33.30416666666667,0.0,0.0,0.5
28.37,34.41625,0.5,0.0,1.0
30.45,25.203333333333337,0.0,0.5,0.5
24.97,29.4025,0.5,0.0,1.0
23.42,17.960833333333333,0.0,0.5,0.5
26.05,16.034166666666668,0.0,0.5,0.0
30.8,39.59916666666667,0.5,0.0,0.5
29.0,34.84166666666666,0.5,0.0,1.0
36.81,38.01083333333333,0.0,0.0,1.0
45.0,30.94749999999999,0.0,0.5,0.5
42.65,28.265,0.0,0.5,0.0
42.83,30.796666666666663,0.0,0.0,0.0
35.5,34.69833333333333,0.0,0.0,0.0
33.0,37.63583333333333,0.5,0.0,0.5
29.87,37.77416666666667,0.5,0.0,1.0
28.99,33.50333333333334,0.0,0.0,1.0
28.9,31.074166666666667,0.0,0.5,0.5
29.54,32.877500000000005,0.5,0.0,1.0
33.65,35.76333333333333,0.0,0.0,1.0
38.0,39.41,0.0,0.0,1.0
39.37,37.12916666666667,0.0,0.5,0.5
35.46,34.76166666666667,0.0,0.5,0.0
32.23,32.68333333333333,0.0,0.0,0.0
31.09,33.40833333333333,0.0,0.0,0.0
27.08,32.6875,0.0,0.0,0.0
26.52,55.80833333333334,0.5,0.0,0.5
32.85,46.07583333333334,0.5,0.0,1.0
31.34,30.26833333333333,0.0,0.5,0.5
30.0,32.93000000000001,0.0,0.0,0.5
28.39,34.778333333333336,0.5,0.0,1.0
30.59,31.303333333333338,0.0,0.5,0.5
31.16,32.465833333333336,0.0,0.0,0.5
34.18,38.342499999999994,0.5,0.0,1.0
36.0,25.467499999999998,0.0,0.0,1.0
40.78,23.17083333333333,0.0,0.5,0.5
40.22,25.593333333333334,0.0,0.0,0.5
47.0,29.375000000000004,0.0,0.5,0.0
43.21,104.32916666666667,0.5,0.0,0.5
39.1,120.91333333333334,0.5,0.0,1.0
36.35,44.05083333333332,0.0,0.5,0.5
35.83,45.40416666666667,0.5,0.0,1.0
42.4,47.19916666666668,0.0,0.0,1.0
55.83,38.097500000000004,0.0,0.5,0.5
60.77,40.916666666666664,0.0,0.5,0.0
60.35,43.49666666666667,0.5,0.0,0.5
58.62,45.88166666666667,0.0,0.5,0.0
51.2,50.46083333333334,0.0,0.0,0.0
42.78,43.119166666666665,0.5,0.0,0.5
39.73,40.099999999999994,0.5,0.0,1.0
36.28,31.90416666666667,0.0,0.5,0.5
48.55,84.02583333333332,0.5,0.0,1.0
37.0,32.7675,0.0,0.0,1.0
35.74,19.98,0.0,0.5,0.5
34.0,26.45,0.0,0.5,0.0
35.59,36.70166666666667,0.5,0.0,0.5
37.0,32.442499999999995,0.0,0.0,0.5
44.07,49.44333333333333,0.5,0.0,1.0
56.59,41.42916666666666,0.0,0.0,1.0
52.55,20.0825,0.0,0.0,1.0
57.2,19.261666666666667,0.0,0.5,0.5
64.84,25.409999999999997,0.0,0.5,0.0
63.76,30.86916666666666,0.0,0.0,0.0
56.87,27.138333333333335,0.0,0.0,0.0
53.97,34.05166666666667,0.5,0.0,0.5
55.31,28.97666666666666,0.0,0.0,0.5
55.55,30.125833333333333,0.5,0.0,1.0
67.98,30.13166666666667,0.0,0.0,1.0
84.0,32.29833333333334,0.0,0.0,1.0
88.0,31.164999999999996,0.0,0.5,0.5
82.0,19.596527777777776,0.0,0.5,0.0
77.53,15.963333333333333,0.0,0.0,0.0
67.31,18.001666666666665,0.0,0.0,0.0
56.0,19.043611111111108,0.5,0.0,0.5
52.28,13.128333333333332,0.0,0.5,0.0
59.1,24.68861111111111,0.0,0.0,0.0
60.46,27.483333333333334,0.0,0.0,0.0
58.09,31.638333333333332,0.5,0.0,0.5
70.78,39.928333333333335,0.5,0.0,1.0
78.96,48.04833333333334,0.0,0.0,1.0
71.76,14.501666666666667,0.0,0.0,1.0
103.63,43.490833333333335,0.0,0.5,0.5
102.8,43.77333333333333,0.0,0.5,0.0
120.09,76.65833333333333,0.5,0.0,0.5
106.01,45.04916666666668,0.0,0.5,0.0
102.61,95.81666666666666,0.0,0.0,0.0
101.53,180.46958333333336,0.5,0.0,0.5
89.72,77.92333333333333,0.0,0.5,0.0
79.32,77.83083333333333,0.5,0.0,0.5
75.0,74.16625,0.5,0.0,1.0
75.83,38.025,0.0,0.5,0.5
78.3,91.3625,0.5,0.0,1.0
117.99,70.04833333333333,0.0,0.0,1.0
141.0,59.40833333333333,0.0,0.5,0.5
135.0,65.0475,0.0,0.0,0.5
117.25,30.689999999999998,0.0,0.5,0.0
88.02,24.882499999999997,0.0,0.0,0.0
71.13,19.85333333333333,0.0,0.0,0.0
58.15,9.204166666666667,0.0,0.0,0.0
63.68,17.205555555555556,0.5,0.0,0.5
57.49,9.056666666666667,0.0,0.5,0.0
56.86,59.63166666666666,0.5,0.0,0.5
57.36,56.05583333333333,0.0,0.5,0.0
67.13,69.355,0.0,0.0,0.0
80.0,97.6825,0.0,0.0,0.0
115.78,292.47416666666663,0.5,0.0,0.5
130.2,134.47916666666669,0.0,0.5,0.0
129.0,193.39666666666668,0.0,0.0,0.0
97.29,172.7075,0.0,0.0,0.0
86.41,285.0008333333333,0.5,0.0,0.5
73.69,160.07583333333332,0.5,0.0,1.0
66.82,90.71499999999999,0.0,0.0,1.0
61.4,61.524166666666666,0.0,0.0,1.0
58.19,39.250277777777775,0.0,0.0,1.0
62.52,36.72416666666667,0.0,0.5,0.5
74.59,49.61416666666667,0.5,0.0,1.0
104.25,72.09583333333333,0.0,0.5,0.5
104.89,74.11583333333334,0.0,0.0,0.5
95.16,100.41888888888887,0.5,0.0,1.0
83.71,48.234166666666674,0.0,0.5,0.5
60.95,15.0775,0.0,0.5,0.0
47.1,23.874166666666667,0.5,0.0,0.5
46.81,19.901666666666667,0.0,0.5,0.0
25.76,6.925833333333333,0.0,0.0,0.0
24.38,20.101666666666667,0.5,0.0,0.5
23.9,13.032499999999999,0.5,0.0,1.0
23.83,11.635833333333332,0.0,0.5,0.5
25.02,14.074166666666668,0.0,0.0,0.5
24.23,18.809166666666666,0.5,0.0,1.0
43.92,27.471666666666668,0.0,0.5,0.5
57.94,42.031666666666666,0.0,0.0,0.5
48.22,29.74166666666667,0.0,0.5,0.0
37.3,31.96416666666667,0.0,0.0,0.0
37.11,41.598333333333336,0.5,0.0,0.5
36.98,33.85166666666667,0.5,0.0,1.0
32.16,28.62,0.0,0.0,1.0
31.2,26.760833333333327,0.0,0.0,1.0
31.08,26.499166666666667,0.0,0.5,0.5
29.23,24.930833333333336,0.5,0.0,1.0
33.33,24.591666666666665,0.0,0.0,1.0
37.07,25.474999999999998,0.0,0.0,1.0
36.96,25.1525,0.0,0.5,0.5
36.12,22.037499999999998,0.0,0.5,0.0
32.15,22.69333333333333,0.0,0.0,0.0
30.91,22.959999999999997,0.5,0.0,0.5
28.67,20.504166666666666,0.0,0.0,0.5
23.68,4.079166666666667,0.0,0.5,0.0
17.29,20.182499999999997,0.0,0.0,0.0
15.71,23.499166666666664,0.5,0.0,0.5
15.68,20.576666666666668,0.0,0.0,0.5
16.13,24.550833333333333,0.5,0.0,1.0
17.73,21.741666666666664,0.0,0.5,0.5
21.49,25.69666666666667,0.0,0.0,0.5
28.93,20.2775,0.0,0.5,0.0
31.93,134.51,0.5,0.0,0.5
35.64,60.78,0.0,0.5,0.0
35.64,69.66416666666667,0.5,0.0,0.5
35.64,94.87749999999998,0.5,0.0,1.0
30.24,45.530833333333334,0.0,0.0,1.0
26.73,41.8175,0.0,0.5,0.5
25.57,51.71916666666667,0.5,0.0,1.0
24.76,33.12083333333333,0.0,0.5,0.5
24.43,59.63333333333333,0.5,0.0,1.0
28.12,24.68916666666667,0.0,0.5,0.5
41.8,21.873333333333335,0.0,0.5,0.0
43.31,45.4275,0.5,0.0,0.5
45.93,51.14583333333334,0.0,0.5,0.0
35.4,47.097500000000004,0.5,0.0,0.5
27.93,85.105,0.5,0.0,1.0
25.28,20.89916666666667,0.0,0.0,1.0
22.62,13.3175,0.0,0.5,0.5
23.16,16.57416666666667,0.5,0.0,1.0
21.68,13.76333333333333,0.0,0.5,0.5
20.87,16.134999999999998,0.5,0.0,1.0
21.24,10.343333333333334,0.0,0.0,1.0
21.59,8.615,0.0,0.5,0.5
25.14,9.245833333333334,0.0,0.5,0.0
31.14,20.639999999999997,0.5,0.0,0.5
46.69,81.42916666666666,0.5,0.0,1.0
43.2,27.918333333333337,0.0,0.5,0.5
39.53,32.85666666666666,0.5,0.0,1.0
39.05,9.423333333333334,0.0,0.0,1.0
